the	/ðə/
concocted	/kənˈkɑːktɪd/
unswervingly	/ʌnˈswɜːrvɪŋli/
closed-down	/ˌkloʊzdˈdaʊn/
well-played	/ˌwɛlˈpleɪd/
indefatigably	/ˌɪndɪˈfætɪɡəbli/
well-characterized	/ˌwɛlˈkærəktəˌraɪzd/
once-a-day	/ˌwʌns ə ˈdeɪ/
inarticulateness	/ˌɪnɑːrˌtɪkjələtnəs/
writer-in-residence	/ˈraɪtər ɪn ˈrɛzɪdəns/
suit-and-tie	/ˈsuːt ənd ˈtaɪ/
bubble-like	/ˈbʌblˌlaɪk/
gold-painted	/ˈɡoʊldˌpeɪntɪd/
neonatology	/ˌniːoʊneɪˈtɑːlədʒi/
precociousness	/prɪˈkoʊʃəsnəs/
overqualified	/ˌoʊvərˈkwɑːlɪfaɪd/
provinciality	/ˌprɑːvɪnʃiˈælɪti/
seventy-three-year-old	/ˌsɛvəntiˌθriːˈjɪrˌoʊld/
casbah	/ˈkæzbɑː/
innocuous-looking	/ɪˈnɑːkjuəsˌlʊkɪŋ/
perfecting	/pərˈfɛktɪŋ/
old-country	/ˈoʊldˌkʌntri/
tongue-twisting	/ˈtʌŋˌtwɪstɪŋ/
arcade-style	/ɑːrˈkeɪdˌstaɪl/
calculatingly	/ˈkælkjəˌleɪtɪŋli/
chinese-owned	/ˌtʃaɪˈniːzˌoʊnd/
disqualifying	/dɪsˈkwɑːlɪfaɪɪŋ/
contrariwise	/ˈkɑːntrɛriˌwaɪz/
harbored	/ˈhɑːrbərd/
success-oriented	/səkˈsɛsˌɔːriˌɛntɪd/
back-stabbing	/ˈbækˌstæbɪŋ/
white-glove	/ˈwaɪtˌɡlʌv/
gregariousness	/ɡrɪˈɡɛriəsnəs/
chondritic	/kɑːnˈdrɪtɪk/
embryological	/ˌɛmbriəˈlɑːdʒɪkl/
strengths-based	/ˈstrɛŋθsˌbeɪst/
latinization	/ˌlætɪnɪˈzeɪʃən/
foreseeably	/fɔːrˈsiːəbli/
fresh-market	/ˈfrɛʃˌmɑːrkɪt/
end-around	/ˈɛnd əˌraʊnd/
genitourinary	/ˌdʒɛnɪtoʊˈjʊrɪˌnɛri/
petrolatum	/ˌpɛtrəˈleɪtəm/
post-conquest	/ˌpoʊstˈkɑːŋkwɛst/
thermoluminescence	/ˌθɜːrmoʊˌluːmɪˈnɛsns/
young-of-the-year	/ˈjʌŋ əv ðə ˈjɪr/
repopulation	/ˌriːˌpɑːpjəˈleɪʃən/
as-tested	/ˌæzˈtɛstɪd/
luff	/lʌf/
mantlepiece	/ˈmæntlˌpiːs/
supernormal	/ˌsuːpərˈnɔːrməl/
corker	/ˈkɔːrkər/
out-of-seat	/ˌaʊt əv ˈsiːt/
proptosis	/prɑːpˈtoʊsɪs/
pro-level	/ˈproʊˌlɛvl/
laager	/ˈlɑːɡər/
ground-attack	/ˈɡraʊnd əˌtæk/
aggregative	/ˈæɡrɪˌɡeɪtɪv/
three-footer	/ˈθriːˌfʊtər/
self-locking	/ˈsɛlfˌlɑːkɪŋ/
sousaphone	/ˈsuːzəˌfoʊn/
fictionalization	/ˌfɪkʃənələˈzeɪʃən/
expatriation	/ˌɛksˌpeɪtriˈeɪʃən/
hao	/haʊ/
tickertape	/ˈtɪkərˌteɪp/
benefice	/ˈbɛnɪfɪs/
shifty-eyed	/ˈʃɪftiˌaɪd/
multi-sectoral	/ˌmʌltiˈsɛktərəl/
farmer-owned	/ˈfɑːrmərˌoʊnd/
elliptic	/ɪˈlɪptɪk/
matey	/ˈmeɪti/
hoaxer	/ˈhoʊksər/
slantwise	/ˈslæntˌwaɪz/
muscat	/ˈmʌskæt/
testbed	/ˈtɛstˌbɛd/
tetrachloride	/ˌtɛtrəˈklɔːraɪd/
ironman	/ˈaɪərnˌmæn/
keratosis	/ˌkɛrəˈtoʊsɪs/
chamberpot	/ˈtʃeɪmbərˌpɑːt/
moistly	/ˈmɔɪstli/
house-cured	/ˈhaʊsˌkjʊrd/
phishing	/ˈfɪʃɪŋ/
asynchrony	/eɪˈsɪŋkrəni/
microrover	/ˈmaɪkroʊˌroʊvər/
choo-choo	/ˈtʃuːˌtʃuː/
spectatorial	/ˌspɛktəˈtɔːriəl/
beefeater	/ˈbiːfˌiːtər/
dawa	/ˈdɑːwə/
needle-exchange	/ˈniːdl ɪksˌtʃeɪndʒ/
inclinometer	/ˌɪnklɪˈnɑːmɪtər/
seed-starting	/ˈsiːdˌstɑːrtɪŋ/
bakeshop	/ˈbeɪkˌʃɑːp/
reheating	/ˌriːˈhiːtɪŋ/
cryptology	/krɪpˈtɑːlədʒi/
widely-held	/ˈwaɪdliˌhɛld/
kimberlite	/ˈkɪmbərˌlaɪt/
wakeboard	/ˈweɪkˌbɔːrd/
pre-market	/ˌpriːˈmɑːrkɪt/
air-fuel	/ˈɛrˌfjuːəl/
molecular-scale	/məˈlɛkjələrˌskeɪl/
ten-speed	/ˈtɛnˌspiːd/
tax-evasion	/ˈtæks ɪˌveɪʒən/
percentage-point	/pərˈsɛntɪdʒˌpɔɪnt/
tyrannous	/ˈtɪrənəs/
car-bomb	/ˈkɑːrˌbɑːm/
pain-filled	/ˈpeɪnˌfɪld/
small-bore	/ˈsmɔːlˌbɔːr/
sheepfold	/ˈʃiːpˌfoʊld/
illimitable	/ɪˈlɪmɪtəbl/
seedhead	/ˈsiːdˌhɛd/
char-broiled	/ˈtʃɑːrˌbrɔɪld/
documentary-style	/ˌdɑːkjəˈmɛntəriˌstaɪl/
contentless	/ˈkɑːntɛntləs/
zaniness	/ˈzeɪninəs/
eight-passenger	/ˌeɪtˈpæsəndʒər/
worst-kept	/ˈwɜːrstˌkɛpt/
smiler	/ˈsmaɪlər/
leather-wrapped	/ˈlɛðərˌræpt/
single-volume	/ˈsɪŋɡəlˌvɑːljuːm/
super-strong	/ˌsuːpərˈstrɔːŋ/
b-list	/ˈbiːˌlɪst/
bitchiness	/ˈbɪtʃɪnəs/
beseeching	/bɪˈsiːtʃɪŋ/
quadrilateral	/ˌkwɑːdrɪˈlætərəl/
squalling	/ˈskwɔːlɪŋ/
wagering	/ˈweɪdʒərɪŋ/
non-dogmatic	/ˌnɑːnˌdɔːɡˈmætɪk/
bootlace	/ˈbuːtˌleɪs/
earless	/ˈɪrləs/
customer-friendly	/ˈkʌstəmərˌfrɛndli/
interesting-looking	/ˈɪntrəstɪŋˌlʊkɪŋ/
tech-support	/ˈtɛk səˌpɔːrt/
torching	/ˈtɔːrtʃɪŋ/
dramaturge	/ˈdræmətɜːrdʒ/
well-defended	/ˌwɛl dɪˈfɛndɪd/
sawbones	/ˈsɔːˌboʊnz/
unvented	/ʌnˈvɛntɪd/
tart-tongued	/ˈtɑːrtˌtʌŋd/
unpacked	/ʌnˈpækt/
well-capitalized	/ˌwɛlˈkæpɪtəˌlaɪzd/
bone-thinning	/ˈboʊnˌθɪnɪŋ/
single-user	/ˈsɪŋɡəlˌjuːzər/
furore	/ˈfjʊrɔːri/
tallish	/ˈtɔːlɪʃ/
cushier	/ˈkʊʃiər/
sink-or-swim	/ˈsɪŋk ɔːr ˈswɪm/
wordsworthian	/ˌwɜːrdzˈwɜːrθiən/
too-good-to-be-true	/ˌtuːˌɡʊd tə bi ˈtruː/
industry-leading	/ˈɪndəstriˌliːdɪŋ/
speed-of-light	/ˈspiːd əv ˈlaɪt/
art-rock	/ˈɑːrtˌrɑːk/
begetter	/bɪˈɡɛtər/
tongued	/tʌŋd/
sandblasting	/ˈsændˌblæstɪŋ/
clonidine	/ˈklɑːnɪˌdiːn/
ade	/eɪd/
gutsiest	/ˈɡʌtsiɪst/
patient-physician	/ˈpeɪʃənt fɪˈzɪʃən/
fundus	/ˈfʌndəs/
cut-through	/ˈkʌtˌθruː/
pompeian	/pɑːmˈpiːən/
in-process	/ɪnˈprɑːsɛs/
israeli-controlled	/ɪzˈreɪli kənˈtroʊld/
tailgating	/ˈteɪlˌɡeɪtɪŋ/
good-old-boy	/ˌɡʊdˈoʊldˌbɔɪ/
childbed	/ˈtʃaɪldˌbɛd/
stun-gun	/ˈstʌnˌɡʌn/
mochi	/ˈmoʊtʃi/
zenithal	/ˈziːnɪθəl/
hijra	/ˈhɪdʒrə/
loadmaster	/ˈloʊdˌmæstər/
folliculitis	/fəˌlɪkjəˈlaɪtɪs/
electroplate	/ɪˈlɛktroʊˌpleɪt/
bitching	/ˈbɪtʃɪŋ/
edematous	/ɪˈdɛmətəs/
post-deng	/ˈpoʊstˈdɛŋ/
core-periphery	/ˈkɔːr pəˈrɪfəri/
thyroiditis	/ˌθaɪrɔɪˈdaɪtɪs/
transfemoral	/ˌtrænsˈfɛmərəl/
low-e	/ˌloʊˈiː/
embryogenesis	/ˌɛmbriˌoʊˈdʒɛnəsɪs/
submittal	/səbˈmɪtl/
frontality	/frʌnˈtælɪti/
health-enhancing	/ˈhɛlθ ɪnˌhænsɪŋ/
rich-field	/ˈrɪtʃˌfiːld/
ligate	/ˈlaɪˌɡeɪt/
anti-treaty	/ˌæntiˈtriːti/
loquat	/ˈloʊkwɑːt/
lensman	/ˈlɛnzmæn/
mudstone	/ˈmʌdˌstoʊn/
peep-toe	/ˈpiːpˌtoʊ/
caber	/ˈkeɪbər/
content-free	/ˈkɑːntɛntˌfriː/
subsumption	/səbˈsʌmpʃən/
evaluating	/ɪˈvæljʊˌeɪtɪŋ/
slice-of-life	/ˈslaɪs əv ˈlaɪf/
capstan	/ˈkæpstən/
back-nine	/ˈbækˌnaɪn/
thirty-third	/ˈθɜːrtiˈθɜːrd/
unnamable	/ʌnˈneɪməbl/
riskless	/ˈrɪskləs/
seven-card	/ˈsɛvənˌkɑːrd/
deadman	/ˈdɛdˌmæn/
white-throated	/ˈwaɪtˌθroʊtɪd/
desiring	/dɪˈzaɪrɪŋ/
timelessly	/ˈtaɪmləsli/
refracting	/rɪˈfræktɪŋ/
job-placement	/ˈdʒɑːbˌpleɪsmənt/
exterminating	/ɪkˈstɜːrmɪˌneɪtɪŋ/
chinless	/ˈtʃɪnləs/
internet-enabled	/ˈɪntərˌnɛt ɪˈneɪbəld/
gonadotropin	/ˌɡoʊˌnædəˈtroʊpɪn/
flavor-packed	/ˈfleɪvərˌpækt/
all-nba	/ˌɔːlˌɛnˌbiːˈeɪ/
sentential	/sɛnˈtɛnʃəl/
street-based	/ˈstriːtˌbeɪst/
coach-athlete	/ˈkoʊtʃˌæθliːt/
phosphide	/ˈfɑːsfaɪd/
fermata	/fɜːrˈmɑːtə/
breadline	/ˈbrɛdˌlaɪn/
greaseless	/ˈɡriːsləs/
glossed	/ɡlɔːst/
worked-out	/ˈwɜːrktˈaʊt/
kindliness	/ˈkaɪndlinəs/
ham-and-cheese	/ˌhæm ənd ˈtʃiːz/
mischievousness	/ˈmɪstʃɪvəsnəs/
radio-tv	/ˈreɪdioʊˌtiːˈviː/
regular-sized	/ˈrɛɡjələrˌsaɪzd/
unshaped	/ʌnˈʃeɪpt/
downslide	/ˈdaʊnˌslaɪd/
resented	/rɪˈzɛntɪd/
lower-price	/ˈloʊərˌpraɪs/
full-force	/ˈfʊlˌfɔːrs/
irishwoman	/ˈaɪrɪʃˌwʊmən/
worshipfully	/ˈwɜːrʃɪpfəli/
deplorably	/dɪˈplɔːrəbli/
water-ski	/ˈwɔːtərˌskiː/
untilled	/ʌnˈtɪld/
poofy	/ˈpuːfi/
eight-footer	/ˈeɪtˌfʊtər/
nations-sponsored	/ˈneɪʃənzˌspɑːnsərd/
animatronics	/ˌænɪməˈtrɑːnɪks/
arrow-shaped	/ˈæroʊˌʃeɪpt/
amassing	/əˈmæsɪŋ/
anti-romantic	/ˌæntiˌroʊˈmæntɪk/
tenpin	/ˈtɛnˌpɪn/
cross-referencing	/ˈkrɔːsˌrɛfərˌɛnsɪŋ/
orange-and-black	/ˈɔːrɪndʒ ənd ˈblæk/
land-hungry	/ˈlændˌhʌŋɡri/
boy/girl	/ˈbɔɪˈɡɜːrl/
recharged	/ˌriːˈtʃɑːrdʒd/
chamber-music	/ˈtʃeɪmbərˌmjuːzɪk/
ever-diminishing	/ˌɛvər dɪˈmɪnɪʃɪŋ/
dismayingly	/dɪsˈmeɪɪŋli/
glancingly	/ˈɡlænsɪŋli/
mid-40	/ˌmɪdˈfɔːrti/
bundled-up	/ˈbʌndəldˌʌp/
gray-headed	/ˈɡreɪˌhɛdɪd/
locked-up	/ˈlɑːktˌʌp/
second-favorite	/ˌsɛkəndˈfeɪvərɪt/
colossally	/kəˈlɑːsəli/
champagne-colored	/ʃæmˈpeɪnˌkʌlərd/
underclothing /ˈʌndərˌkloʊðɪŋ/
severe-looking /səˈvɪr ˈlʊkɪŋ/
haziness /ˈheɪzinəs/
acerbically /əˈsɜrbɪkli/
ill-treatment /ˌɪl ˈtritmənt/
wussy /ˈwʊsi/
tucked /ˈtʌkt/
redivide /ˌridɪˈvaɪd/
rubberneck /ˈrʌbərˌnɛk/
much-awaited	/ˌmʌtʃəˈweɪtɪd/
self-powered	/ˌsɛlfˈpaʊərd/
long-extinct	/ˌlɔŋɪkˈstɪŋkt/
software-based	/ˈsɔftˌwɛrˌbeɪst/
airsickness	/ˈɛrˌsɪknəs/
front-and-center	/ˌfrʌntənˈsɛntər/
stiff-armed	/ˌstɪfˈɑrmd/
fourth-degree	/ˌfɔrθdɪˈɡri/
slurring	/ˈslɜrɪŋ/
presumable	/prɪˈzuməbəl/
deepness	/ˈdipnəs/
ten-month-old	/ˌtɛnˈmʌnθˌoʊld/
redolence	/ˈrɛdələns/
six-passenger	/ˌsɪksˈpæsənʤər/
marbleized	/ˈmɑrbəˌlaɪzd/
overinvestment	/ˌoʊvərɪnˈvɛstmənt/
carnally	/ˈkɑrnəli/
two-book	/ˈtuˌbʊk/
ruffly	/ˈrʌfli/
resplendently	/rɪˈsplɛndəntli/
throughway	/ˈθruˌweɪ/
cocoon-like	/kəˈkunˌlaɪk/
blackening	/ˈblækənɪŋ/
lastingly	/ˈlæstɪŋli/
retransmit	/ˌriːtrænzˈmɪt/
eight-sided	/ˌeɪtˈsaɪdɪd/
earthquake-prone	/ˈɜrθˌkweɪkˌproʊn/
slave-owning	/ˈsleɪvˌoʊnɪŋ/
autobiographically	/ˌɔːtoʊˌbaɪəˈɡræfɪkli/
re-route	/ˌriˈraʊt/
joyriding	/ˈʤɔɪˌraɪdɪŋ/
slim-fitting	/ˌslɪmˈfɪtɪŋ/
soon-to-open	/ˌsunˈtuˌoʊpən/
three-fifty	/ˌθriˈfɪfti/
serotype	/ˈsɪroʊˌtaɪp/
mesomorph	/ˈmɛzəˌmɔrf/
engram	/ˈɛnˌɡræm/
catenary	/ˈkætəˌnɛri/
longneck	/ˈlɔŋˌnɛk/
chloramphenicol	/ˌklɔrˌæmfəˈnɪkɔl/
knapweed	/ˈnæpˌwid/
phlebotomy	/fləˈbɑːtəmi/
equipoise	/ˈɛkwəˌpɔɪz/
butterfish	/ˈbʌtərˌfɪʃ/
antinomian	/ˌæntɪˈnoʊmiən/
gustavian	/ɡʌˈsteɪviən/
extensional	/ɪkˈstɛnʃənəl/
stereoscope	/ˈstɛriəˌskoʊp/
novelette	/ˌnoʊvəˈlɛt/
pured	/pjʊrd/
duckboard	/ˈdʌkˌbɔrd/
single-arm	/ˌsɪŋɡəlˈɑrm/
doula	/ˈdulə/
homie	/ˈhoʊmi/
schmoozer	/ˈʃmuːzər/
ninth-seeded	/ˌnaɪnθˈsidɪd/
rhinovirus	/ˈraɪnoʊˌvaɪrəs/
quayside	/ˈkiˌsaɪd/
desalinated	/diˈsælɪˌneɪtɪd/
horehound	/ˈhɔrˌhaʊnd/
cab-forward	/ˈkæbˌfɔrwərd/
murine	/ˈmjʊˌraɪn/
data-acquisition	/ˈdeɪtəˌækwɪˈzɪʃən/
screen-printed	/ˈskrinˌprɪntɪd/
dashi	/ˈdɑʃi/
shell-shaped	/ˈʃɛlˌʃeɪpt/
variance-covariance	/ˈvɛriənsˌkoʊˈvɛriəns/
organization-wide	/ˌɔrɡənəˈzeɪʃənˌwaɪd/
axisymmetric	/ˌæksɪˌsɪˈmɛtrɪk/
carbon-carbon	/ˈkɑrbənˌkɑrbən/
myxoid	/ˈmɪksɔɪd/
metaplasia	/ˌmɛtəˈpleɪʒə/
hypostatic	/ˌhaɪpoʊˈstætɪk/
flat-line	/ˈflætˌlaɪn/
prog	/prɑɡ/
shorter-range	/ˌʃɔrtərˈreɪnʤ/
c-note	/ˈsiˌnoʊt/
denouncement	/dɪˈnaʊnsmənt/
dead-eyed	/ˈdɛdˌaɪd/
pizzicato	/ˌpɪtsɪˈkɑːtoʊ/
vote-counting	/ˈvoʊtˌkaʊntɪŋ/
fifty-cent	/ˌfɪftiˈsɛnt/
black-bellied	/ˌblækˈbɛlid/
formic	/ˈfɔrmɪk/
thirst-quenching	/ˈθɜrstˌkwɛnʧɪŋ/
tournedos	/ˌtʊrnəˈdoʊz/
unmerciful	/ˌʌnˈmɜrsɪfəl/
recyclability	/ˌriˌsaɪkləˈbɪləti/
collectable	/kəˈlɛktəbəl/
health-giving	/ˈhɛlθˌɡɪvɪŋ/
graphic-design	/ˈɡræfɪkˌdɪˈzaɪn/
dropsy	/ˈdrɑpsi/
anti-racism	/ˌæntiˈreɪsɪzəm/
desuetude	/ˈdɛswɪˌtud/
vitamin-rich	/ˈvaɪtəmɪnˌrɪʧ/
sun-blasted	/ˈsʌnˌblæstɪd/
coeval	/koʊˈiːvəl/
executive-search	/ɪɡˈzɛkjətɪvˌsɜrtʃ/
no-fail	/ˈnoʊˌfeɪl/
toilsome	/ˈtɔɪlsəm/
streamliner	/ˈstrimˌlaɪnər/
interoperable	/ˌɪntərˈɑpərəbəl/
clawfoot	/ˈklɔˌfʊt/
payroll-tax	/ˈpeɪˌrɔlˌtæks/
tallness	/ˈtɔlnəs/
liver-spotted	/ˈlɪvərˌspɑtɪd/
big-firm	/ˈbɪɡˌfɜrm/
solar-energy	/ˈsoʊlərˌɛnərʤi/
wing-tip	/ˈwɪŋˌtɪp/
family-room	/ˈfæməliˌrum/
wild-looking	/ˈwaɪldˌlʊkɪŋ/
national-championship	/ˈnæʃənəlˌʧæmpiənˌʃɪp/
underlayment	/ˌʌndərˈleɪmənt/
all-german	/ˌɔlˈʤɜrmən/
supraclavicular	/ˌsuːprəkləˈvɪkjələr/
new-economy	/ˌnuːɪˈkɑnəmi/
substance-use	/ˈsʌbstənsˌjus/
participial	/ˌpɑrtɪˈsɪpiəl/
constructed-response	/kənˈstrʌktɪdˌrɪˈspɑns/
business-sized	/ˈbɪznəsˌsaɪzd/
infiltrative	/ɪnˈfɪltrətɪv/
clan-based	/ˈklænˌbeɪst/
euchre	/ˈjukər/
maki	/ˈmɑki/
cherimoya	/ˌʧɛrəˈmɔɪə/
twice-exceptional	/ˌtwaɪsɪkˈsɛpʃənəl/
fathead	/ˈfætˌhɛd/
needling	/ˈnidəlɪŋ/
nontribal	/ˌnɑnˈtraɪbəl/
recrudescence	/ˌriːkruːˈdɛsəns/
endoskeleton	/ˌɛndoʊˈskɛlətən/
nilgai	/ˈnɪlˌɡaɪ/
cashbox	/ˈkæʃˌbɑks/
upper-end	/ˌʌpərˈɛnd/
diamante	/ˌdaɪəˈmɑːnteɪ/
ecosystem-level	/ˈikoʊˌsɪstəmˌlɛvəl/
handclasp	/ˈhændˌklæsp/
power-to-weight	/ˈpaʊərˌtəˈweɪt/
non-discrimination	/ˌnɑnˌdɪˌskrɪməˈneɪʃən/
pro-european	/ˌproʊˌjʊrəˈpiən/
first-semester	/ˌfɜrstˌsəˈmɛstər/
nicotiana	/ˌnɪkoʊʃiˈɑːnə/
divisor	/dɪˈvaɪzər/
two-back	/ˈtuˌbæk/
mid-90	/ˌmɪdˈnaɪnti/
boycotter	/ˈbɔɪˌkɑtər/
echolalia	/ˌɛkoʊˈleɪliə/
unmaintained	/ˌʌnmɛnˈteɪnd/
multiform	/ˈmʌltɪˌfɔrm/
iranian-american	/ɪˈreɪniənəˈmɛrɪkən/
syndicalist	/ˈsɪndɪkəlɪst/
malanga	/məˈlɑŋɡə/
atrioventricular	/ˌeɪtriˌoʊvɛnˈtrɪkjələr/
intransitive	/ɪnˈtrænsətɪv/
gene-altered	/ˈʤinˌɔltərd/
four-cycle	/ˈfɔrˌsaɪkəl/
web-only	/ˈwɛbˌoʊnli/
scrapple	/ˈskræpəl/
demander	/dɪˈmændər/
multi-age	/ˈmʌltiˌeɪʤ/
extruder	/ɪkˈstrudər/
extralinguistic	/ˌɛkstrəlɪŋˈɡwɪstɪk/
shahid	/ʃəˈhiːd/
multinomial	/ˌmʌltɪˈnoʊmiəl/
nonordinary	/ˌnɑnˈɔrdənɛri/
gweilo	/ˈɡweɪloʊ/
nepotistic	/ˌnɛpəˈtɪstɪk/
tornadic	/tɔrˈnædɪk/
givenness	/ˈɡɪvənnəs/
methicillin	/ˌmɛθɪˈsɪlɪn/
chalcedony	/kælˈsɛdəni/
semiological	/ˌsɛmiˌɑˈlɑʤɪkəl/
anti-institutional	/ˌæntiˌɪnstɪˈtuʃənəl/
alendronate	/əˈlɛndrəˌneɪt/
balderdash	/ˈbɔldərˌdæʃ/
time-of-use	/ˈtaɪmˌəvˌjus/
adit	/ˈædɪt/
eighty-three-year-old	/ˌeɪtiˈθriˌjɪrˌoʊld/
grain-based	/ˈɡreɪnˌbeɪst/
shafted	/ˈʃæftɪd/
stubbed	/ˈstʌbd/
well-adapted	/ˌwɛlˌəˈdæptɪd/
whipper	/ˈwɪpər/
ancient-looking	/ˈeɪnʃəntˌlʊkɪŋ/
off-brand	/ˈɔfˌbrænd/
harping	/ˈhɑrpɪŋ/
red-colored	/ˈrɛdˌkʌlərd/
run-oriented	/ˈrʌnˌɔriˌɛntɪd/
fabian	/ˈfeɪbiən/
pro-black	/ˌproʊˈblæk/
pretentiously	/prɪˈtɛnʃəsli/
super-hot	/ˈsupərˌhɑt/
arch-nemesis	/ˌɑrtʃˈnɛməsɪs/
decked-out	/ˈdɛktˈaʊt/
unshakably	/ˌʌnˈʃeɪkəbli/
anti-religion	/ˌæntiˌrɪˈlɪʤən/
neo-victorian	/ˌnioʊvɪkˈtɔriən/
sartorially	/sɑrˈtɔriəli/
georgian-style	/ˈʤɔrʤənˌstaɪl/
gorgeousness	/ˈɡɔrʤəsnəs/
city-dwelling	/ˈsɪtiˌdwɛlɪŋ/
high-court	/ˈhaɪˌkɔrt/
rich-tasting	/ˈrɪʧˌteɪstɪŋ/
well-remembered	/ˌwɛlˌrɪˈmɛmbərd/
thursday-night	/ˈθɜrzdeɪˌnaɪt/
university-educated	/ˌjunəˈvɜrsətiˌɛʤəˌkeɪtɪd/
self-reflection	/ˌsɛlfˌrɪˈflɛkʃən/
sweet-looking	/ˈswitˌlʊkɪŋ/
not-so-friendly	/ˌnɑtˌsoʊˈfrɛndli/
ranter	/ˈræntər/
truculence	/ˈtrʌkjələns/
stock-price	/ˈstɑkˌpraɪs/
peignoir	/pɛnˈwɑr/
dunker	/ˈdʌŋkər/
five-disc	/ˈfaɪvˌdɪsk/
morphing	/ˈmɔrfɪŋ/
awkward-looking	/ˈɔkwərdˌlʊkɪŋ/
stabbed	/ˈstæbd/
neuralgic	/nʊˈrældʒɪk/
six-burner	/ˈsɪksˌbɜrnər/
thigh-length	/ˈθaɪˌlɛŋθ/
sign-language	/ˈsaɪnˌlæŋɡwɪʤ/
billion-dollar-a-year	/ˈbɪljənˌdɑlərˌəˈjɪr/
retarget	/ˌriˈtɑrɡɪt/
outworn	/ˌaʊtˈwɔrn/
hairbreadth	/ˈhɛrˌbrɛθ/
war-mongering	/ˈwɔrˌmʌŋɡərɪŋ/
limited-liability	/ˈlɪmɪtɪdˌlaɪəˈbɪləti/
psychoneuroimmunology	/ˌsaɪkoʊˌnʊroʊˌɪmjəˈnɑləʤi/
self-insure	/ˌsɛlfɪnˈʃʊr/
ninth-floor	/ˌnaɪnθˈflɔr/
ex-football	/ˈɛksˌfʊtˌbɔl/
gold-flecked	/ˈɡoʊldˌflɛkt/
media-saturated	/ˈmidiəˌsæʧəˌreɪtɪd/
about-to-be	/əˈbaʊtˌtəˌbi/
baled	/beɪld/
booby-trapped	/ˈbubiˌtræpt/
gay-friendly	/ˈɡeɪˌfrɛndli/
salivation	/ˌsælɪˈveɪʃən/
unalike	/ˌʌnəˈlaɪk/
suffused	/səˈfjuzd/
seven-piece	/ˈsɛvənˌpis/
chain-smoker	/ˈʧeɪnˌsmoʊkər/
unintelligibly	/ˌʌnɪnˈtɛlɪʤəbli/
sea-change	/ˈsiˌʧeɪnʤ/
well-mixed	/ˌwɛlˈmɪkst/
laudably	/ˈlɔdəbli/
jungly	/ˈʤʌŋɡli/
featherless	/ˈfɛðərˌlɛs/
ex-model	/ˈɛksˌmɑdəl/
unpruned	/ˌʌnˈprund/
presto	/ˈprɛstoʊ/
dipped	/ˈdɪpt/
weasely	/ˈwizəli/
army-green	/ˈɑrmiˌɡrin/
debt-equity	/ˈdɛtˌɛkwɪti/
doxorubicin	/ˌdɑksəˈrubəsɪn/
freeze-out	/ˈfrizˌaʊt/
blader	/ˈbleɪdər/
exhaustible	/ɪɡˈzɔstəbəl/
overdetermination	/ˌoʊvərˌdɪˌtɜrmɪˈneɪʃən/
high-nitrogen	/ˈhaɪˌnaɪtrəʤən/
herniation	/ˌhɜrniˈeɪʃən/
gutta	/ˈɡʌtə/
anti-whaling	/ˌæntiˈweɪlɪŋ/
typecasting	/ˈtaɪpˌkæstɪŋ/
jiggling	/ˈʤɪɡəlɪŋ/
encasement	/ɪnˈkeɪsmənt/
semiautomatic	/ˌsɛmiˌɔːtəˈmætɪk/
substitutable	/ˌsʌbstɪˈtjutəbəl/
lazarette	/ˌlæzəˈrɛt/
laboratory-based	/ˈlæbrəˌtɔriˌbeɪst/
bentgrass	/ˈbɛntˌɡræs/
coquina	/koʊˈkinə/
redware	/ˈrɛdˌwɛr/
chromoly	/ˈkroʊməli/
rule-of-law	/ˈrulˌəvˌlɔ/
homelife	/ˈhoʊmˌlaɪf/
state-record	/ˈsteɪtˌrɛkərd/
cross-state	/ˈkrɔsˌsteɪt/
just-right	/ˈʤʌstˌraɪt/
flash-frozen	/ˈflæʃˌfroʊzən/
souring	/ˈsaʊərɪŋ/
black-power	/ˈblækˌpaʊər/
baleen	/bəˈlin/
slam-bang	/ˈslæmˌbæŋ/
reprobation	/ˌrɛprəˈbeɪʃən/
cravenly	/ˈkreɪvənli/
jammy	/ˈʤæmi/
quarto	/ˈkwɔrtoʊ/
more-recent	/ˌmɔrˈrisənt/
high-season	/ˈhaɪˌsizən/
four-county	/ˈfɔrˌkaʊnti/
rectifier	/ˈrɛktəˌfaɪər/
farmboy	/ˈfɑrmˌbɔɪ/
diagnostically	/ˌdaɪəɡˈnɑstɪkli/
scantily-clad	/ˈskæntɪliˌklæd/
wind-powered	/ˈwɪndˌpaʊərd/
ceanothus	/ˌsiːəˈnoʊθəs/
full-frame	/ˈfʊlˌfreɪm/
union-busting	/ˈjunjənˌbʌstɪŋ/
test-fired	/ˈtɛstˌfaɪərd/
fuel-burning	/ˈfjuəlˌbɜrnɪŋ/
drill-and-practice	/ˈdrɪlənˌpræktɪs/
half-turned	/ˌhæfˈtɜrnd/
bloodwork	/ˈblʌdˌwɜrk/
dead-even	/ˈdɛdˌivən/
book-club	/ˈbʊkˌklʌb/
imbricate	/ˈɪmbrɪˌkeɪt/
cell-surface	/ˈsɛlˌsɜrfəs/
general-education	/ˈʤɛnərəlˌɛʤəˈkeɪʃən/
numerological	/ˌnumərəˈlɑʤɪkəl/
non-roster	/ˌnɑnˈrɑstər/
business-government	/ˈbɪznəsˌɡʌvərnmənt/
orang	/ˈɔræŋ/
pre-measured	/ˌpriˈmɛʒərd/
