the	["the"]
budget-busting	["'bud", "get", "bus", "ting"]
expediter	["'ex", "pe", "di", "ter"]
treasonable	["'trea", "son", "a", "ble"]
sad-faced	["'sad", "faced"]
bond-rating	["'bond", "ra", "ting"]
unpleasantry	["un", "'plea", "sant", "ry"]
unprejudiced	["un", "'prej", "u", "diced"]
charted	["'chart", "ed"]
human-machine	["'hu", "man", "ma", "'chine"]
painted-on	["'paint", "ed", "on"]
ineffably	["in", "'ef", "fa", "bly"]
eight-figure	["'eight", "fig", "ure"]
loping	["'lop", "ing"]
diverticulitis	["di", "ver", "tic", "u", "'li", "tis"]
airiness	["'air", "i", "ness"]
rule-governed	["'rule", "gov", "erned"]
kidskin	["'kid", "skin"]
epiphanic	["ep", "i", "'phan", "ic"]
sura	["'su", "ra"]
erosional	["e", "'ro", "sion", "al"]
traversal	["tra", "'ver", "sal"]
rifampin	["ri", "'fam", "pin"]
mid-2002	["mid", "two", "thou", "sand", "two"]
six-foot-two	["'six", "foot", "two"]
pressure-packed	["'pres", "sure", "packed"]
sharp-featured	["'sharp", "fea", "tured"]
fat-laden	["'fat", "la", "den"]
home-furnishings	["'home", "fur", "nish", "ings"]
doorless	["'door", "less"]
bias-cut	["'bi", "as", "cut"]
dry-cleaned	["'dry", "cleaned"]
benefactress	["ben", "e", "'fac", "tress"]
felling	["'fell", "ing"]
freeze-up	["'freeze", "up"]
counterpose	["'coun", "ter", "pose"]
hydrographic	["hy", "dro", "'graph", "ic"]
hoppy	["'hop", "py"]
picosecond	["'pi", "co", "sec", "ond"]
pre-flight	["pre", "'flight"]
simper	["'sim", "per"]
resource-intensive	["re", "'source", "in", "'ten", "sive"]
french-made	["'french", "made"]
pinch-hitter	["'pinch", "hit", "ter"]
chlorite	["'chlor", "ite"]
achromatic	["a", "chro", "'mat", "ic"]
atrophic	["a", "'tro", "phic"]
shifted	["'shift", "ed"]
seaworthiness	["'sea", "wor", "thi", "ness"]
bracketing	["'brack", "et", "ing"]
rural-to-urban	["'ru", "ral", "to", "'ur", "ban"]
chief-of-staff	["'chief", "of", "staff"]
dogmatist	["'dog", "ma", "tist"]
springhouse	["'spring", "house"]
reversing	["re", "'vers", "ing"]
jackalope	["'jack", "a", "lope"]
sablefish	["'sa", "ble", "fish"]
scientistic	["sci", "en", "'tis", "tic"]
beechnut	["'beech", "nut"]
activating	["'ac", "ti", "vat", "ing"]
glucocorticoid	["glu", "co", "'cor", "ti", "coid"]
second-trimester	["'sec", "ond", "tri", "'mes", "ter"]
disembodiment	["dis", "em", "'bod", "i", "ment"]
semipermeable	["sem", "i", "'per", "me", "a", "ble"]
sooth	["sooth"]
ozone-destroying	["'o", "zone", "de", "'stroy", "ing"]
hagiographer	["ha", "gi", "'og", "ra", "pher"]
virtu	["vir", "'tu"]
e-learning	["e", "'learn", "ing"]
tablature	["'tab", "la", "ture"]
labrum	["'la", "brum"]
spheroidal	["spher", "'oid", "al"]
school-community	["'school", "com", "'mu", "ni", "ty"]
her/him	["her", "him"]
eaglet	["'ea", "glet"]
littermate	["'lit", "ter", "mate"]
spaghettini	["spa", "ghet", "'ti", "ni"]
subsector	["'sub", "sec", "tor"]
dress-down	["'dress", "down"]
practicability	["prac", "ti", "ca", "'bil", "i", "ty"]
osteosarcoma	["os", "te", "o", "sar", "'co", "ma"]
non-tenured	["non", "'ten", "ured"]
bustard	["'bus", "tard"]
trecento	["tre", "'cen", "to"]
minoxidil	["mi", "'nox", "i", "dil"]
fine-structure	["'fine", "struc", "ture"]
sheng	["sheng"]
deprecating	["'dep", "re", "ca", "ting"]
mini-vacation	["'min", "i", "va", "'ca", "tion"]
maliciousness	["ma", "'li", "cious", "ness"]
hampered	["'ham", "pered"]
spookily	["'spook", "i", "ly"]
foolhardiness	["'fool", "har", "di", "ness"]
one-dollar	["'one", "dol", "lar"]
end-run	["'end", "run"]
wantonness	["'wan", "ton", "ness"]
best-managed	["'best", "man", "aged"]
chantey	["'chan", "tey"]
jazzman	["'jazz", "man"]
six-foot-three	["'six", "foot", "three"]
anti-european	["an", "ti", "eu", "ro", "'pe", "an"]
no-see-um	["no", "'see", "um"]
houselights	["'house", "lights"]
brute-force	["'brute", "force"]
once-sleepy	["'once", "sleep", "y"]
glass-top	["'glass", "top"]
wondering	["'won", "der", "ing"]
often-used	["'of", "ten", "used"]
pablum	["'pa", "blum"]
tamely	["'tame", "ly"]
scrutinized	["'scru", "ti", "nized"]
red-and-white-striped	["'red", "and", "'white", "striped"]
reopened	["re", "'o", "pened"]
hard-looking	["'hard", "look", "ing"]
meat-processing	["'meat", "pro", "cess", "ing"]
insectivorous	["in", "sec", "'tiv", "o", "rous"]
dowse	["dowse"]
talking-to	["'talk", "ing", "to"]
right-angled	["'right", "an", "gled"]
record-low	["'re", "cord", "low"]
ex-navy	["ex", "'na", "vy"]
duopoly	["du", "'op", "o", "ly"]
soft-looking	["'soft", "look", "ing"]
re-engineered	["re", "en", "gi", "'neered"]
gerontocracy	["ger", "on", "'toc", "ra", "cy"]
describable	["de", "'scri", "ba", "ble"]
ex-mayor	["ex", "'may", "or"]
intensifier	["in", "'ten", "si", "fi", "er"]
murmurous	["'mur", "mur", "ous"]
forty-sixth	["'for", "ty", "sixth"]
tranquilizing	["'tran", "quil", "i", "zing"]
occultist	["oc", "'cult", "ist"]
full-power	["'full", "pow", "er"]
semi-truck	["'sem", "i", "truck"]
lactose-intolerant	["'lac", "tose", "in", "'tol", "er", "ant"]
alt-country	["'alt", "coun", "try"]
hormone-free	["'hor", "mone", "free"]
brigantine	["'brig", "an", "tine"]
naturalistically	["nat", "u", "ral", "'is", "ti", "cal", "ly"]
prix-fixe	["'prix", "fixe"]
ormolu	["'or", "mo", "lu"]
palsied	["'pal", "sied"]
three-family	["three", "'fam", "i", "ly"]
housetop	["'house", "top"]
puppy-dog	["'pup", "py", "dog"]
third-century	["'third", "'cen", "tu", "ry"]
self-expressive	["self", "ex", "'pres", "sive"]
forty-five-minute	["'for", "ty", "five", "'min", "ute"]
saturnine	["'sat", "ur", "nine"]
shackled	["'shack", "led"]
judged	["'judged"]
pud	["pud"]
slaughterer	["'slaugh", "ter", "er"]
chafed	["'chafed"]
annexed	["an", "'nexed"]
heat-tolerant	["'heat", "'tol", "er", "ant"]
dukedom	["'duke", "dom"]
user-friendliness	["'u", "ser", "'friend", "li", "ness"]
irreligion	["ir", "re", "'li", "gion"]
zebu	["'ze", "bu"]
non-normal	["non", "'nor", "mal"]
fastback	["'fast", "back"]
serb-controlled	["serb", "con", "'trolled"]
maldistribution	["mal", "dis", "tri", "'bu", "tion"]
county-owned	["'coun", "ty", "owned"]
unusualness	["un", "'u", "su", "al", "ness"]
cruller	["'crul", "ler"]
oil-well	["'oil", "well"]
imipramine	["im", "'ip", "ra", "mine"]
kabbalah	["'kab", "ba", "lah"]
confocal	["con", "'fo", "cal"]
anti-satellite	["'an", "ti", "'sat", "el", "lite"]
photo-sharing	["'pho", "to", "shar", "ing"]
underdrawing	["'un", "der", "draw", "ing"]
quincentennial	["quin", "cen", "'ten", "ni", "al"]
glottic	["'glot", "tic"]
nonvolatile	["non", "vol", "'a", "tile"]
biotin	["'bi", "o", "tin"]
unordered	["un", "'or", "dered"]
prodigality	["prod", "i", "'gal", "i", "ty"]
automatism	["au", "'tom", "a", "tism"]
vibraphone	["'vi", "bra", "phone"]
genuflection	["gen", "u", "'flec", "tion"]
rootworm	["'root", "worm"]
bandoneon	["ban", "do", "'ne", "on"]
adjusting	["ad", "'just", "ing"]
self-actualized	["self", "'ac", "tu", "al", "ized"]
mild-winter	["'mild", "win", "ter"]
headwall	["'head", "wall"]
post-holocaust	["post", "'hol", "o", "caust"]
dish-washing	["'dish", "wash", "ing"]
screwhole	["'screw", "hole"]
monoplane	["'mon", "o", "plane"]
rewarm	["re", "'warm"]
dossy	["'dos", "sy"]
bacteriologic	["bac", "te", "ri", "o", "'log", "ic"]
vintage-inspired	["'vin", "tage", "in", "'spired"]
pre-performance	["pre", "per", "'form", "ance"]
low-elevation	["low", "el", "e", "'va", "tion"]
flexure	["'flex", "ure"]
above-market	["a", "'bove", "'mar", "ket"]
situatedness	["'sit", "u", "at", "ed", "ness"]
saurian	["'sau", "ri", "an"]
flute-like	["'flute", "like"]
biostatistician	["bi", "o", "stat", "is", "'ti", "cian"]
five-four	["'five", "four"]
cross-validation	["cross", "val", "i", "'da", "tion"]
energy-absorbing	["'en", "er", "gy", "ab", "'sorb", "ing"]
headwater	["'head", "wa", "ter"]
profanity-laced	["pro", "'fan", "i", "ty", "laced"]
lofted	["'loft", "ed"]
tax-favored	["'tax", "fa", "vored"]
newsworthiness	["'news", "wor", "thi", "ness"]
height-adjustable	["'height", "ad", "'just", "a", "ble"]
f-sharp	["'f", "sharp"]
hookworm	["'hook", "worm"]
concubinage	["con", "'cu", "bi", "nage"]
mated	["'mat", "ed"]
bateau	["ba", "'teau"]
sapsucker	["'sap", "suck", "er"]
state-financed	["'state", "fi", "nanced"]
upper-respiratory	["'up", "per", "'res", "pi", "ra", "to", "ry"]
new-fallen	["'new", "fal", "len"]
squeezer	["'squeez", "er"]
gold-standard	["'gold", "stan", "dard"]
focussed	["'fo", "cussed"]
white-tiled	["'white", "tiled"]
nuttier	["'nut", "ti", "er"]
large-volume	["'large", "vol", "ume"]
large-capacity	["'large", "ca", "'pac", "i", "ty"]
theorized	["'the", "o", "rized"]
knuckleballer	["'knuck", "le", "ball", "er"]
six-way	["'six", "way"]
disintegrated	["dis", "'in", "te", "grat", "ed"]
paper-wrapped	["'pa", "per", "wrapped"]
snappish	["'snap", "pish"]
election-night	["e", "'lec", "tion", "night"]
wine-dark	["'wine", "dark"]
skin-to-skin	["'skin", "to", "skin"]
blighter	["'blight", "er"]
thin-crust	["'thin", "crust"]
dexterously	["'dex", "ter", "ous", "ly"]
spareness	["'spare", "ness"]
uncelebrated	["un", "'cel", "e", "brat", "ed"]
often-repeated	["'of", "ten", "re", "'peat", "ed"]
meanie	["'mea", "nie"]
paradisiacal	["par", "a", "di", "'si", "a", "cal"]
orange-brown	["'or", "ange", "brown"]
cement-block	["ce", "'ment", "block"]
female-friendly	["'fe", "male", "friend", "ly"]
low-rider	["'low", "rid", "er"]
armoured	["'ar", "moured"]
inventing	["in", "'vent", "ing"]
laser-disc	["'la", "ser", "disc"]
prebake	["pre", "'bake"]
soleus	["'so", "le", "us"]
patting	["'pat", "ting"]
off-off-broadway	["'off", "'off", "'broad", "way"]
ninety-minute	["'nine", "ty", "'min", "ute"]
alpenglow	["'al", "pen", "glow"]
oxford-educated	["'ox", "ford", "'ed", "u", "cat", "ed"]
irked	["'irked"]
white-tipped	["'white", "tipped"]
revengeful	["re", "'venge", "ful"]
snow-dusted	["'snow", "dust", "ed"]
mistime	["mis", "'time"]
obduracy	["'ob", "du", "ra", "cy"]
sixty-foot	["'six", "ty", "foot"]
four-foot-long	["'four", "foot", "long"]
rebus	["'re", "bus"]
post-exercise	["post", "'ex", "er", "cise"]
pronominal	["pro", "'nom", "i", "nal"]
vasculature	["'vas", "cu", "la", "ture"]
focalizer	["'fo", "cal", "iz", "er"]
interfacial	["in", "ter", "'fa", "cial"]
mid-20th-century	["'mid", "twen", "ti", "eth", "'cen", "tu", "ry"]
roll-top	["'roll", "top"]
low-fiber	["'low", "fi", "ber"]
decontextualization	["de", "con", "tex", "tu", "al", "i", "'za", "tion"]
northeastward	["north", "'east", "ward"]
dousing	["'dous", "ing"]
mujahidin	["mu", "'ja", "hi", "din"]
parasitoid	["par", "a", "'si", "toid"]
diphenhydramine	["di", "phen", "'hy", "dra", "mine"]
dower	["'dow", "er"]
dual-zone	["'du", "al", "zone"]
coevolutionary	["co", "ev", "o", "lu", "'tion", "ar", "y"]
rear-mounted	["'rear", "mount", "ed"]
thiamine	["'thi", "a", "mine"]
domestic-policy	["do", "'mes", "tic", "'pol", "i", "cy"]
carcinogenesis	["car", "ci", "no", "'gen", "e", "sis"]
small-government	["'small", "'gov", "ern", "ment"]
idiosyncratically	["id", "i", "o", "syn", "'crat", "i", "cal", "ly"]
crack-cocaine	["'crack", "co", "caine"]
sumptuary	["'sump", "tu", "ar", "y"]
favoured	["'fa", "voured"]
many-sided	["'man", "y", "sid", "ed"]
health-maintenance	["'health", "'main", "te", "nance"]
jackdaw	["'jack", "daw"]
self-abnegation	["self", "ab", "ne", "'ga", "tion"]
blondness	["'blond", "ness"]
self-reporting	["self", "re", "'port", "ing"]
venturing	["'ven", "tur", "ing"]
digestibility	["di", "gest", "i", "'bil", "i", "ty"]
housecleaner	["'house", "clean", "er"]
factious	["'fac", "tious"]
storable	["'stor", "a", "ble"]
oiliness	["'oil", "i", "ness"]
confederal	["con", "'fed", "er", "al"]
myelogenous	["my", "e", "'log", "e", "nous"]
frat-boy	["'frat", "boy"]
educationist	["ed", "u", "'ca", "tion", "ist"]
light-absorbing	["'light", "ab", "'sorb", "ing"]
driveline	["'dri", "ve", "line"]
modern-dance	["'mod", "ern", "dance"]
abstractness	["ab", "'stract", "ness"]
devilment	["'dev", "il", "ment"]
paresthesia	["par", "es", "'the", "si", "a"]
wrasse	["'wrasse"]
aldehyde	["'al", "de", "hyde"]
reoccurring	["re", "oc", "'cur", "ring"]
stampeding	["stam", "'ped", "ing"]
long-lashed	["'long", "lashed"]
woodcraft	["'wood", "craft"]
womanish	["'wom", "an", "ish"]
hemmed	["'hemmed"]
odor-free	["'o", "dor", "free"]
alphabetized	["'al", "pha", "be", "tized"]
fresh-air	["'fresh", "air"]
half-turn	["'half", "turn"]
pea-green	["'pea", "green"]
buzz-cut	["'buzz", "cut"]
party-building	["'par", "ty", "build", "ing"]
self-storage	["self", "'stor", "age"]
expectedly	["ex", "'pect", "ed", "ly"]
blood-filled	["'blood", "filled"]
pigeon-toed	["'pig", "eon", "toed"]
swirly	["'swir", "ly"]
forty-nine-year-old	["'for", "ty", "nine", "year", "old"]
double-cross	["'dou", "ble", "cross"]
deselect	["de", "se", "'lect"]
warehouse-like	["'ware", "house", "like"]
anti-inflation	["'an", "ti", "in", "'fla", "tion"]
fleabag	["'flea", "bag"]
surcease	["sur", "'cease"]
white-male	["'white", "male"]
government-provided	["'gov", "ern", "ment", "pro", "'vid", "ed"]
occurring	["oc", "'cur", "ring"]
once-promising	["'once", "prom", "is", "ing"]
grid-connected	["'grid", "con", "nect", "ed"]
laryngectomy	["lar", "yn", "'gec", "to", "my"]
factoring	["'fac", "tor", "ing"]
cryostat	["'cry", "o", "stat"]
forewing	["'fore", "wing"]
combat-related	["'com", "bat", "re", "'lat", "ed"]
cell-mediated	["'cell", "me", "di", "at", "ed"]
phonic	["'phon", "ic"]
pinniped	["'pin", "ni", "ped"]
post-tenure	["post", "'ten", "ure"]
bonheur	["bo", "'neur"]
theory-driven	["'the", "o", "ry", "driv", "en"]
loafing	["'loaf", "ing"]
sleep-related	["'sleep", "re", "lat", "ed"]
scooper	["'scoop", "er"]
notionally	["no", "'tion", "al", "ly"]
amoroso	["am", "o", "'ro", "so"]
milk-based	["'milk", "based"]
delegator	["'del", "e", "gat", "or"]
supply-demand	["sup", "'ply", "de", "mand"]
maharaja	["ma", "ha", "'ra", "ja"]
nob	["'nob"]
soviet-bloc	["'so", "vi", "et", "bloc"]
supracondylar	["su", "pra", "'con", "di", "lar"]
cryopreservation	["cry", "o", "pres", "er", "'va", "tion"]
direct-drive	["di", "'rect", "drive"]
torturing	["'tor", "tur", "ing"]
sheep-like	["'sheep", "like"]
foot-thick	["'foot", "thick"]
small-sized	["'small", "sized"]
well-told	["'well", "told"]
square-shouldered	["'square", "shoul", "dered"]
ten-story	["'ten", "sto", "ry"]
ever-escalating	["'ev", "er", "'es", "ca", "lat", "ing"]
boogaloo	["'boo", "ga", "loo"]
blown-glass	["'blown", "glass"]
oompah	["'oom", "pah"]
bible-thumping	["'bi", "ble", "thump", "ing"]
cuddling	["'cud", "dling"]
senior-year	["'sen", "ior", "year"]
attaboy	["at", "ta", "'boy"]
one-nighter	["'one", "night", "er"]
more-detailed	["'more", "de", "tailed"]
gum-chewing	["'gum", "chew", "ing"]
ethereally	["e", "'the", "re", "al", "ly"]
two-foot-tall	["'two", "foot", "tall"]
kittenish	["'kit", "ten", "ish"]
pertinently	["'per", "ti", "nent", "ly"]
confectionary	["con", "'fec", "tion", "ar", "y"]
unrevealed	["un", "re", "'vealed"]
crazy-quilt	["'cra", "zy", "quilt"]
unviable	["un", "'vi", "a", "ble"]
detecting	["de", "'tect", "ing"]
broadway-style	["'broad", "way", "style"]
undermined	["un", "der", "'mined"]
excoriation	["ex", "co", "ri", "'a", "tion"]
german-style	["'ger", "man", "style"]
palmy	["'pal", "my"]
cresting	["'crest", "ing"]
graspable	["'grasp", "a", "ble"]
lubricating	["'lu", "bri", "cat", "ing"]
buzzsaw	["'buzz", "saw"]
slow-burning	["'slow", "burn", "ing"]
four-hundred	["'four", "hun", "dred"]
hangar-like	["'hang", "ar", "like"]
affirming	["af", "'firm", "ing"]
body-conscious	["'bod", "y", "'con", "scious"]
ophthalmologic	["oph", "thal", "mo", "'log", "ic"]
health-oriented	["'health", "'o", "ri", "ent", "ed"]
dewatering	["de", "'wa", "ter", "ing"]
haredim	["ha", "'re", "dim"]
pigweed	["'pig", "weed"]
anti-capitalist	["'an", "ti", "'cap", "i", "tal", "ist"]
indian-owned	["'in", "di", "an", "owned"]
black-skinned	["'black", "skinned"]
anthologist	["an", "'thol", "o", "gist"]
veneered	["ve", "'neered"]
rule-breaking	["'rule", "break", "ing"]
lactating	["'lac", "tat", "ing"]
sun-loving	["'sun", "lov", "ing"]
once-daily	["'once", "dai", "ly"]
absorbency	["ab", "'sorb", "en", "cy"]
grappler	["'grap", "pler"]
two-meter	["'two", "me", "ter"]
surrounded	["sur", "'round", "ed"]
shofar	["'sho", "far"]
short-wavelength	["'short", "wave", "length"]
worshiping	["'wor", "ship", "ing"]
snow-free	["'snow", "free"]
infection-fighting	["in", "'fec", "tion", "fight", "ing"]
trellised	["'trel", "lised"]
smarty	["'smart", "y"]
insurable	["in", "'sur", "a", "ble"]
halide	["'hal", "ide"]
maquis	["ma", "'quis"]
glass-front	["'glass", "front"]
phys-ed	["'phys", "ed"]
substitutability	["sub", "sti", "tu", "ta", "'bil", "i", "ty"]
syncretistic	["syn", "cre", "'tis", "tic"]
white-winged	["'white", "winged"]
butadiene	["bu", "ta", "'di", "ene"]
alterable	["'al", "ter", "a", "ble"]
gruffness	["'gruff", "ness"]
weapons-related	["'weap", "ons", "re", "'lat", "ed"]
externalized	["ex", "'ter", "nal", "ized"]
hundred-odd	["'hun", "dred", "odd"]
power-line	["'pow", "er", "line"]
blade-like	["'blade", "like"]
bureaucratized	["bu", "'reau", "crat", "ized"]
ingenuousness	["in", "'gen", "u", "ous", "ness"]
schematize	["'sche", "ma", "tize"]
career-low	["ca", "'reer", "low"]
stress-reducing	["'stress", "re", "duc", "ing"]
white-columned	["'white", "col", "umned"]
in-dash	["'in", "dash"]
played-out	["'played", "out"]
limitlessness	["'lim", "it", "less", "ness"]
product-oriented	["'prod", "uct", "'o", "ri", "ent", "ed"]
subcontracting	["sub", "'con", "tract", "ing"]
unfolded	["un", "'fold", "ed"]
hurrying	["'hur", "ry", "ing"]
he-man	["'he", "man"]
disinherited	["dis", "in", "'her", "it", "ed"]
too-bright	["'too", "bright"]
skull-and-crossbones	["'skull", "and", "'cross", "bones"]
clevis	["'clev", "is"]
solar-power	["'so", "lar", "pow", "er"]
above-level	["a", "'bove", "lev", "el"]
stiffener	["'stiff", "en", "er"]
step-down	["'step", "down"]
roof-mounted	["'roof", "mount", "ed"]
no-take	["'no", "take"]
mongoloid	["'mon", "go", "loid"]
dampener	["'damp", "en", "er"]
riflescope	["'ri", "fle", "scope"]
single-pivot	["'sin", "gle", "piv", "ot"]
spectroscopist	["spec", "'tros", "co", "pist"]
goaltending	["'goal", "tend", "ing"]
anti-counterfeiting	["'an", "ti", "'coun", "ter", "feit", "ing"]
precognitive	["pre", "'cog", "ni", "tive"]
fathering	["'fa", "ther", "ing"]
favourably	["'fa", "vour", "a", "bly"]
multi-axial	["'mul", "ti", "'ax", "i", "al"]
chromodynamics	["chro", "mo", "di", "'nam", "ics"]
bodily-kinesthetic	["'bod", "i", "ly", "kin", "es", "'thet", "ic"]
socal	["'so", "cal"]
co-option	["co", "'op", "tion"]
shop-floor	["'shop", "floor"]
nicad	["'ni", "cad"]
penicillin-resistant	["pen", "i", "'cil", "lin", "re", "'sis", "tant"]
cyclophosphamide	["cy", "clo", "phos", "'pha", "mide"]
five-county	["'five", "coun", "ty"]
microflora	["'mi", "cro", "flo", "ra"]
heli-ski	["'he", "li", "ski"]
meditational	["med", "i", "'ta", "tion", "al"]
railyard	["'rail", "yard"]
guesser	["'guess", "er"]
art-supply	["'art", "sup", "ply"]
prelapsarian	["pre", "lap", "'sar", "i", "an"]
rule-bound	["'rule", "bound"]
non-monogamous	["non", "mo", "'nog", "a", "mous"]
summarization	["sum", "ma", "ri", "'za", "tion"]
four-round	["'four", "round"]
dark-gray	["'dark", "gray"]
snow-filled	["'snow", "filled"]
lip-synching	["'lip", "synch", "ing"]
hour-by-hour	["'hour", "by", "hour"]
equal-sized	["'e", "qual", "sized"]
unfruitful	["un", "'fruit", "ful"]
cinched	["'cinched"]
exultantly	["ex", "'ul", "tant", "ly"]
solemnize	["'sol", "em", "nize"]
blamed	["'blamed"]
languishing	["'lan", "guish", "ing"]
fringy	["'frin", "gy"]
melt-in-your-mouth	["'melt", "in", "your", "mouth"]
ten-page	["'ten", "page"]
welcome-home	["'wel", "come", "home"]
familiar-looking	["fa", "'mil", "iar", "look", "ing"]
zero-degree	["'ze", "ro", "de", "gree"]
million-fold	["'mil", "lion", "fold"]
gazetteer	["gaz", "et", "'teer"]
undeservedly	["un", "de", "'serv", "ed", "ly"]
encourager	["en", "'cour", "ag", "er"]
undomesticated	["un", "do", "'mes", "ti", "cat", "ed"]
adult-education	["a", "'dult", "ed", "u", "'ca", "tion"]
semi-detached	["'sem", "i", "de", "tached"]
pre-release	["pre", "re", "'lease"]
badgering	["'bad", "ger", "ing"]
jump-off	["'jump", "off"]
mid-twentieth-century	["'mid", "twen", "ti", "eth", "'cen", "tu", "ry"]
